ticket_id,day_of_week,day_of_week_num,company_id,company_size,company_size_cat,industry,industry_cat,customer_tier,customer_tier_cat,org_users,region,region_cat,past_30d_tickets,past_90d_incidents,product_area,product_area_cat,booking_channel,booking_channel_cat,reported_by_role,reported_by_role_cat,customers_affected,error_rate_pct,downtime_min,payment_impact_flag,security_incident_flag,data_loss_flag,has_runbook,customer_sentiment,customer_sentiment_cat,description_length,priority,priority_cat
1000004039,Wed,3,100013,Medium,2,media,7,Plus,2,701,APAC,3,4,2,notifications,6,chat,3,support,1,7,7.371756641,0,0,0,0,0,positive,3,488,low,1
1000004040,Tue,2,100020,Medium,2,gaming,4,Plus,2,481,AMER,1,3,0,mobile,3,web,1,devops,2,39,1.711249031,0,0,0,0,0,negative,1,295,low,1
1000004041,Sun,7,100016,Medium,2,ecommerce,2,Basic,1,454,APAC,3,4,0,billing,2,chat,3,finance,4,33,4.281497719,6,1,0,0,1,negative,1,310,medium,2
1000004042,Mon,1,100005,Large,3,logistics,6,Plus,2,4799,EMEA,2,10,1,mobile,3,email,2,support,1,54,2.282416487,15,0,0,0,0,negative,1,395,medium,2
1000004043,Fri,5,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,6,1,billing,2,email,2,finance,4,269,1.638782928,14,0,0,0,1,neutral,2,279,medium,2
1000004044,Tue,2,100016,Medium,2,ecommerce,2,Basic,1,454,APAC,3,1,1,billing,2,web,1,finance,4,11,2.867692535,0,0,0,0,0,neutral,2,255,low,1
1000004045,Thu,4,100006,Small,1,logistics,6,Basic,1,73,AMER,1,1,1,auth,1,web,1,support,1,20,2.017592923,0,0,0,0,1,neutral,2,268,low,1
1000004046,Mon,1,100020,Medium,2,gaming,4,Plus,2,481,AMER,1,4,1,notifications,6,phone,4,support,1,32,0.892000111,0,0,0,0,0,negative,1,481,low,1
1000004047,Tue,2,100011,Small,1,gaming,4,Basic,1,74,APAC,3,2,1,analytics,5,chat,3,support,1,8,5.252795269,0,0,0,0,0,neutral,2,333,low,1
1000004048,Fri,5,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,5,3,auth,1,chat,3,support,1,649,5.759963124,13,0,0,0,1,neutral,2,486,high,3
1000004049,Wed,3,100015,Small,1,media,7,Basic,1,126,APAC,3,0,2,mobile,3,web,1,support,1,3,4.358103775,0,0,0,0,0,neutral,2,246,low,1
1000004050,Tue,2,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,3,1,data_pipeline,4,chat,3,support,1,121,6.717681636,0,0,0,0,0,neutral,2,453,medium,2
1000004051,Wed,3,100008,Small,1,media,7,Basic,1,82,APAC,3,2,2,billing,2,phone,4,support,1,12,2.531906368,14,0,0,0,1,neutral,2,257,low,1
1000004052,Mon,1,100007,Large,3,media,7,Enterprise,3,5757,AMER,1,6,8,auth,1,phone,4,devops,2,814,6.041802603,0,0,0,0,1,neutral,2,541,high,3
1000004053,Mon,1,100009,Medium,2,media,7,Enterprise,3,639,EMEA,2,1,1,analytics,5,email,2,finance,4,13,0.586326525,0,0,0,0,1,neutral,2,321,low,1
1000004054,Sat,6,100004,Small,1,saas_b2b,3,Plus,2,118,APAC,3,2,0,analytics,5,chat,3,product_manager,3,8,1.918547266,4,0,0,0,0,neutral,2,293,low,1
1000004055,Fri,5,100007,Large,3,media,7,Enterprise,3,5757,AMER,1,5,3,mobile,3,phone,4,devops,2,627,2.763108324,43,0,0,0,0,neutral,2,478,high,3
1000004056,Wed,3,100021,Medium,2,ecommerce,2,Plus,2,999,EMEA,2,2,0,auth,1,email,2,finance,4,36,8.507556696,0,0,0,0,0,negative,1,185,medium,2
1000004057,Tue,2,100014,Small,1,fintech,1,Basic,1,133,EMEA,2,2,2,notifications,6,email,2,support,1,4,14.69412017,0,0,0,0,1,neutral,2,289,low,1
1000004058,Thu,4,100022,Medium,2,saas_b2b,3,Enterprise,3,596,EMEA,2,2,5,mobile,3,phone,4,support,1,36,6.388941573,43,0,0,0,1,neutral,2,332,medium,2
1000004059,Fri,5,100018,Large,3,saas_b2b,3,Plus,2,5721,AMER,1,9,5,auth,1,phone,4,c_level,5,1794,1.748279062,0,0,0,0,0,negative,1,397,high,3
1000004060,Tue,2,100005,Large,3,logistics,6,Plus,2,4799,AMER,1,3,3,auth,1,web,1,support,1,1426,4.421468307,32,0,0,0,1,neutral,2,569,high,3
1000004061,Thu,4,100008,Small,1,media,7,Basic,1,82,APAC,3,1,1,billing,2,email,2,support,1,7,5.353155919,0,0,0,0,0,negative,1,308,low,1
1000004062,Mon,1,100004,Small,1,saas_b2b,3,Plus,2,118,APAC,3,5,3,analytics,5,web,1,devops,2,1,1.543955818,18,0,0,0,1,neutral,2,180,low,1
1000004063,Fri,5,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,5,1,data_pipeline,4,web,1,product_manager,3,88,3.248774994,76,0,0,0,1,negative,1,455,high,3
1000004064,Thu,4,100002,Large,3,fintech,1,Enterprise,3,5223,APAC,3,2,3,analytics,5,chat,3,product_manager,3,149,1.732313964,0,0,0,0,1,neutral,2,513,medium,2
1000004065,Thu,4,100017,Small,1,saas_b2b,3,Basic,1,150,APAC,3,4,3,mobile,3,web,1,product_manager,3,23,0.718956623,10,0,0,0,0,neutral,2,391,low,1
1000004066,Wed,3,100002,Large,3,fintech,1,Enterprise,3,5223,APAC,3,11,7,analytics,5,web,1,product_manager,3,155,1.037158337,0,0,0,0,1,negative,1,375,medium,2
1000004067,Tue,2,100010,Large,3,saas_b2b,3,Plus,2,5353,AMER,1,2,4,mobile,3,phone,4,c_level,5,733,0,0,0,0,0,0,negative,1,355,medium,2
1000004068,Tue,2,100005,Large,3,logistics,6,Plus,2,4799,AMER,1,8,1,analytics,5,phone,4,support,1,93,0.274740497,5,0,0,0,1,,0,306,low,1
1000004069,Mon,1,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,3,1,notifications,6,chat,3,product_manager,3,15,5.875703798,33,0,0,0,0,negative,1,320,medium,2
1000004070,Thu,4,100010,Large,3,saas_b2b,3,Plus,2,5353,AMER,1,5,2,analytics,5,phone,4,c_level,5,192,0.374516569,17,0,0,0,0,,0,438,medium,2
1000004071,Fri,5,100012,Small,1,gaming,4,Basic,1,71,APAC,3,0,0,auth,1,web,1,support,1,5,8.364144294,0,0,0,0,1,neutral,2,343,low,1
1000004072,Mon,1,100017,Small,1,saas_b2b,3,Basic,1,150,APAC,3,3,0,auth,1,web,1,c_level,5,20,3.138341688,0,0,0,0,0,positive,3,360,low,1
1000004073,Tue,2,100022,Medium,2,saas_b2b,3,Enterprise,3,596,EMEA,2,4,3,auth,1,web,1,support,1,17,19.17623873,0,0,0,0,1,neutral,2,275,medium,2
1000004074,Tue,2,100020,Medium,2,gaming,4,Plus,2,481,AMER,1,2,1,mobile,3,web,1,product_manager,3,72,1.591246702,13,0,0,0,1,neutral,2,484,medium,2
1000004075,Mon,1,100010,Large,3,saas_b2b,3,Plus,2,5353,EMEA,2,6,2,notifications,6,phone,4,devops,2,341,9.844692839,0,0,0,0,1,neutral,2,480,medium,2
1000004076,Mon,1,100011,Small,1,gaming,4,Basic,1,74,APAC,3,0,4,mobile,3,web,1,finance,4,10,4.62348017,12,0,0,0,0,negative,1,353,medium,2
1000004077,Tue,2,100017,Small,1,saas_b2b,3,Basic,1,150,APAC,3,3,3,analytics,5,web,1,c_level,5,1,1.493175472,0,0,0,0,0,neutral,2,248,low,1
1000004078,Mon,1,100020,Medium,2,gaming,4,Plus,2,481,AMER,1,1,3,mobile,3,phone,4,devops,2,40,1.10395566,15,0,0,0,0,neutral,2,364,medium,2
1000004079,Thu,4,100016,Medium,2,ecommerce,2,Basic,1,454,APAC,3,1,0,auth,1,email,2,finance,4,59,2.573429943,12,0,0,0,0,neutral,2,376,medium,2
1000004080,Fri,5,100010,Large,3,saas_b2b,3,Plus,2,5353,AMER,1,7,3,data_pipeline,4,email,2,finance,4,665,4.97819705,0,0,0,0,1,negative,1,497,medium,2
1000004081,Mon,1,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,3,3,data_pipeline,4,email,2,c_level,5,70,1.764730418,0,0,0,0,1,positive,3,317,medium,2
1000004082,Mon,1,100022,Medium,2,saas_b2b,3,Enterprise,3,596,EMEA,2,3,1,billing,2,phone,4,devops,2,34,4.644083301,27,0,0,0,0,,0,467,medium,2
1000004083,Wed,3,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,6,0,auth,1,chat,3,product_manager,3,684,3.554996578,22,0,0,0,1,neutral,2,439,high,3
1000004084,Fri,5,100010,Large,3,saas_b2b,3,Plus,2,5353,AMER,1,5,3,analytics,5,phone,4,c_level,5,13,3.023849875,0,0,0,0,1,neutral,2,438,low,1
1000004085,Wed,3,100007,Large,3,media,7,Enterprise,3,5757,EMEA,2,9,2,analytics,5,web,1,devops,2,91,0.580709619,10,0,0,0,1,neutral,2,469,medium,2
1000004086,Thu,4,100005,Large,3,logistics,6,Plus,2,4799,AMER,1,4,6,data_pipeline,4,web,1,devops,2,670,11.92472885,0,0,0,0,0,neutral,2,428,medium,2
1000004087,Tue,2,100016,Medium,2,ecommerce,2,Basic,1,454,APAC,3,3,1,billing,2,email,2,devops,2,41,0.583911064,22,0,0,0,0,negative,1,306,medium,2
1000004088,Thu,4,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,4,2,mobile,3,email,2,support,1,21,1.704263035,0,0,0,0,0,neutral,2,302,low,1
1000004089,Wed,3,100014,Small,1,fintech,1,Basic,1,133,EMEA,2,5,0,auth,1,email,2,product_manager,3,3,4.473205491,0,0,0,0,0,neutral,2,328,low,1
1000004090,Thu,4,100020,Medium,2,gaming,4,Plus,2,481,AMER,1,5,4,auth,1,chat,3,devops,2,53,8.54763655,0,0,0,0,0,neutral,2,373,medium,2
1000004091,Tue,2,100007,Large,3,media,7,Enterprise,3,5757,EMEA,2,8,4,mobile,3,chat,3,devops,2,386,2.129440036,25,0,0,0,0,positive,3,643,high,3
1000004092,Thu,4,100001,Small,1,ecommerce,2,Basic,1,87,APAC,3,4,3,notifications,6,email,2,support,1,4,6.51321079,62,0,0,0,0,neutral,2,249,medium,2
1000004093,Thu,4,100023,Small,1,healthcare,5,Basic,1,101,AMER,1,3,1,notifications,6,phone,4,support,1,4,11.15508636,16,0,0,0,1,positive,3,255,low,1
1000004094,Fri,5,100007,Large,3,media,7,Enterprise,3,5757,AMER,1,7,6,analytics,5,chat,3,devops,2,277,4.646545334,10,0,0,0,1,neutral,2,438,high,3
1000004095,Wed,3,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,1,1,data_pipeline,4,phone,4,support,1,8,6.846528526,18,0,0,0,1,neutral,2,265,medium,2
1000004096,Fri,5,100007,Large,3,media,7,Enterprise,3,5757,EMEA,2,12,6,analytics,5,chat,3,product_manager,3,14,0.13110726,10,0,0,0,0,neutral,2,238,low,1
1000004097,Tue,2,100002,Large,3,fintech,1,Enterprise,3,5223,APAC,3,8,4,notifications,6,chat,3,product_manager,3,456,4.005904965,0,0,0,0,1,neutral,2,490,medium,2
1000004098,Mon,1,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,3,2,data_pipeline,4,web,1,support,1,127,2.938779269,0,0,0,0,1,neutral,2,372,low,1
1000004099,Fri,5,100005,Large,3,logistics,6,Plus,2,4799,EMEA,2,7,2,analytics,5,chat,3,support,1,619,1.203184764,10,0,0,1,0,negative,1,527,high,3
1000004100,Mon,1,100023,Small,1,healthcare,5,Basic,1,101,AMER,1,1,1,auth,1,phone,4,support,1,8,1.274219281,0,0,0,0,1,neutral,2,424,low,1
1000004101,Wed,3,100004,Small,1,saas_b2b,3,Plus,2,118,APAC,3,4,2,auth,1,email,2,support,1,13,6.47813066,41,0,0,0,1,positive,3,444,medium,2
1000004102,Fri,5,100017,Small,1,saas_b2b,3,Basic,1,150,APAC,3,4,1,billing,2,web,1,product_manager,3,15,5.013546108,0,0,0,0,0,neutral,2,287,low,1
1000004103,Mon,1,100013,Medium,2,media,7,Plus,2,701,APAC,3,1,1,data_pipeline,4,chat,3,c_level,5,121,8.94287143,11,0,0,1,1,negative,1,477,high,3
1000004104,Mon,1,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,3,2,auth,1,web,1,finance,4,51,15.79001372,24,0,0,0,1,neutral,2,372,high,3
1000004105,Wed,3,100010,Large,3,saas_b2b,3,Plus,2,5353,EMEA,2,8,3,data_pipeline,4,web,1,c_level,5,2094,0.991657712,41,0,0,0,1,neutral,2,538,high,3
1000004106,Mon,1,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,3,1,data_pipeline,4,chat,3,support,1,31,10.64597706,0,0,0,0,1,negative,1,119,medium,2
1000004107,Tue,2,100005,Large,3,logistics,6,Plus,2,4799,EMEA,2,6,0,data_pipeline,4,phone,4,support,1,2738,6.265083215,67,0,0,0,1,negative,1,505,high,3
1000004108,Fri,5,100005,Large,3,logistics,6,Plus,2,4799,EMEA,2,4,3,mobile,3,chat,3,support,1,24,5.879062652,28,0,0,0,0,neutral,2,277,medium,2
1000004109,Tue,2,100008,Small,1,media,7,Basic,1,82,APAC,3,1,3,notifications,6,chat,3,devops,2,11,3.219263367,34,0,0,0,1,neutral,2,416,medium,2
1000004110,Sun,7,100020,Medium,2,gaming,4,Plus,2,481,AMER,1,1,1,auth,1,web,1,devops,2,150,2.961057922,79,0,0,0,1,neutral,2,414,high,3
1000004111,Wed,3,100020,Medium,2,gaming,4,Plus,2,481,AMER,1,0,1,data_pipeline,4,chat,3,c_level,5,73,4.975844806,0,0,0,0,1,neutral,2,293,medium,2
1000004112,Mon,1,100020,Medium,2,gaming,4,Plus,2,481,AMER,1,3,2,notifications,6,chat,3,support,1,50,1.844080632,13,0,0,0,1,neutral,2,352,medium,2
1000004113,Mon,1,100019,Small,1,ecommerce,2,Plus,2,332,AMER,1,4,0,analytics,5,web,1,support,1,7,2.923058629,0,0,0,0,1,neutral,2,186,low,1
1000004114,Mon,1,100019,Small,1,ecommerce,2,Plus,2,332,AMER,1,3,3,analytics,5,web,1,finance,4,4,0.578747076,0,0,0,0,1,negative,1,262,low,1
1000004115,Wed,3,100016,Medium,2,ecommerce,2,Basic,1,454,APAC,3,2,1,notifications,6,chat,3,finance,4,19,1.766026322,0,0,0,0,1,neutral,2,560,low,1
1000004116,Fri,5,100009,Medium,2,media,7,Enterprise,3,639,EMEA,2,3,1,billing,2,web,1,support,1,8,0,81,0,0,0,1,neutral,2,175,low,1
1000004117,Mon,1,100014,Small,1,fintech,1,Basic,1,133,EMEA,2,1,2,notifications,6,chat,3,support,1,6,2.085092853,41,0,0,0,0,neutral,2,477,low,1
1000004118,Thu,4,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,3,1,data_pipeline,4,chat,3,devops,2,158,13.15522061,43,0,0,0,0,negative,1,466,high,3
1000004119,Tue,2,100016,Medium,2,ecommerce,2,Basic,1,454,APAC,3,2,3,billing,2,chat,3,support,1,20,1.136216514,49,0,0,0,1,positive,3,372,medium,2
1000004120,Tue,2,100013,Medium,2,media,7,Plus,2,701,APAC,3,3,2,analytics,5,chat,3,support,1,21,4.502966893,0,0,0,0,0,neutral,2,313,low,1
1000004121,Mon,1,100012,Small,1,gaming,4,Basic,1,71,APAC,3,2,1,mobile,3,phone,4,finance,4,3,4.438670999,13,0,0,0,0,neutral,2,325,low,1
1000004122,Mon,1,100017,Small,1,saas_b2b,3,Basic,1,150,APAC,3,1,1,auth,1,email,2,product_manager,3,14,6.918761772,7,0,1,0,0,neutral,2,388,high,3
1000004123,Mon,1,100002,Large,3,fintech,1,Enterprise,3,5223,APAC,3,3,1,billing,2,chat,3,devops,2,485,3.237786101,0,0,0,0,1,negative,1,467,medium,2
1000004124,Tue,2,100010,Large,3,saas_b2b,3,Plus,2,5353,EMEA,2,3,6,analytics,5,email,2,devops,2,359,0.290368511,0,0,0,0,0,neutral,2,371,low,1
1000004125,Wed,3,100017,Small,1,saas_b2b,3,Basic,1,150,APAC,3,3,1,billing,2,web,1,support,1,13,1.96957154,5,1,0,0,0,neutral,2,343,medium,2
1000004126,Mon,1,100019,Small,1,ecommerce,2,Plus,2,332,AMER,1,4,0,notifications,6,email,2,product_manager,3,14,0.790177961,16,0,0,0,1,neutral,2,352,low,1
1000004127,Wed,3,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,5,0,notifications,6,email,2,c_level,5,22,5.726046211,0,0,0,0,0,neutral,2,343,low,1
1000004128,Tue,2,100020,Medium,2,gaming,4,Plus,2,481,AMER,1,3,1,notifications,6,web,1,product_manager,3,93,7.727157317,0,0,0,0,1,negative,1,283,low,1
1000004129,Thu,4,100015,Small,1,media,7,Basic,1,126,APAC,3,3,0,mobile,3,web,1,support,1,3,2.114118354,0,0,0,0,0,neutral,2,339,low,1
1000004130,Mon,1,100009,Medium,2,media,7,Enterprise,3,639,EMEA,2,3,1,analytics,5,email,2,devops,2,10,1.35262784,5,0,0,0,1,neutral,2,262,low,1
1000004131,Thu,4,100010,Large,3,saas_b2b,3,Plus,2,5353,EMEA,2,0,6,notifications,6,chat,3,support,1,311,12.15471834,12,0,0,0,1,neutral,2,581,high,3
1000004132,Thu,4,100020,Medium,2,gaming,4,Plus,2,481,AMER,1,3,5,mobile,3,chat,3,support,1,7,11.46355238,10,0,0,0,1,negative,1,370,low,1
1000004133,Mon,1,100017,Small,1,saas_b2b,3,Basic,1,150,APAC,3,5,0,notifications,6,web,1,support,1,13,4.199027716,0,0,0,0,0,negative,1,144,low,1
1000004134,Fri,5,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,3,2,notifications,6,chat,3,devops,2,5,4.032602943,29,0,0,0,0,neutral,2,352,medium,2
1000004135,Tue,2,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,11,1,auth,1,email,2,product_manager,3,1137,10.82527747,22,0,0,0,1,negative,1,480,high,3
1000004136,Thu,4,100008,Small,1,media,7,Basic,1,82,APAC,3,1,2,mobile,3,web,1,support,1,4,10.15089532,7,0,0,0,0,neutral,2,209,low,1
1000004137,Thu,4,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,5,1,mobile,3,email,2,support,1,25,7.908415565,0,0,0,0,1,negative,1,397,low,1
1000004138,Mon,1,100023,Small,1,healthcare,5,Basic,1,101,AMER,1,1,2,auth,1,web,1,support,1,38,6.842049195,0,0,0,0,1,negative,1,358,low,1
1000004139,Tue,2,100015,Small,1,media,7,Basic,1,126,APAC,3,2,4,mobile,3,web,1,product_manager,3,3,5.468488187,0,0,0,0,0,neutral,2,272,low,1
1000004140,Thu,4,100006,Small,1,logistics,6,Basic,1,73,AMER,1,1,0,analytics,5,email,2,support,1,0,0.314577876,29,0,0,0,1,neutral,2,244,low,1
1000004141,Wed,3,100014,Small,1,fintech,1,Basic,1,133,EMEA,2,2,1,billing,2,web,1,devops,2,8,7.416877527,55,0,0,0,1,positive,3,342,medium,2
1000004142,Fri,5,100005,Large,3,logistics,6,Plus,2,4799,AMER,1,5,5,notifications,6,phone,4,support,1,159,11.30860329,14,0,0,0,1,negative,1,513,medium,2
1000004143,Mon,1,100023,Small,1,healthcare,5,Basic,1,101,AMER,1,1,0,mobile,3,phone,4,finance,4,3,1.186674401,0,0,0,0,0,neutral,2,239,low,1
1000004144,Wed,3,100005,Large,3,logistics,6,Plus,2,4799,AMER,1,6,4,data_pipeline,4,chat,3,c_level,5,1939,4.175384481,23,0,0,0,1,neutral,2,336,high,3
1000004145,Wed,3,100003,Small,1,media,7,Plus,2,100,AMER,1,2,1,mobile,3,email,2,devops,2,6,0.811044388,19,0,0,0,0,neutral,2,345,low,1
1000004146,Fri,5,100004,Small,1,saas_b2b,3,Plus,2,118,APAC,3,3,2,auth,1,chat,3,devops,2,9,9.137902089,49,0,0,0,0,neutral,2,363,medium,2
1000004147,Fri,5,100002,Large,3,fintech,1,Enterprise,3,5223,APAC,3,10,3,auth,1,web,1,c_level,5,771,10.16739315,25,0,0,0,1,neutral,2,487,high,3
1000004148,Sun,7,100021,Medium,2,ecommerce,2,Plus,2,999,EMEA,2,3,0,auth,1,chat,3,finance,4,10,2.069759162,0,0,0,0,0,negative,1,277,low,1
1000004149,Tue,2,100003,Small,1,media,7,Plus,2,100,AMER,1,3,2,auth,1,web,1,finance,4,16,8.384176113,55,0,0,0,0,negative,1,184,medium,2
1000004150,Thu,4,100016,Medium,2,ecommerce,2,Basic,1,454,APAC,3,1,3,data_pipeline,4,web,1,devops,2,38,4.807844148,0,0,0,0,1,neutral,2,364,low,1
1000004151,Thu,4,100022,Medium,2,saas_b2b,3,Enterprise,3,596,EMEA,2,3,2,billing,2,chat,3,support,1,24,2.902749747,41,1,0,0,1,negative,1,353,high,3
1000004152,Thu,4,100018,Large,3,saas_b2b,3,Plus,2,5721,AMER,1,9,1,analytics,5,chat,3,product_manager,3,253,2.606304874,0,0,0,0,0,neutral,2,525,medium,2
1000004153,Mon,1,100001,Small,1,ecommerce,2,Basic,1,87,APAC,3,0,0,notifications,6,web,1,finance,4,9,2.127406651,25,0,0,0,0,positive,3,403,medium,2
1000004154,Mon,1,100010,Large,3,saas_b2b,3,Plus,2,5353,EMEA,2,7,0,auth,1,chat,3,support,1,224,10.17279161,37,0,0,0,1,neutral,2,414,high,3
1000004155,Fri,5,100008,Small,1,media,7,Basic,1,82,APAC,3,2,3,notifications,6,web,1,devops,2,0,9.558931402,0,0,0,0,1,neutral,2,215,low,1
1000004156,Mon,1,100021,Medium,2,ecommerce,2,Plus,2,999,EMEA,2,4,6,data_pipeline,4,web,1,c_level,5,41,12.99153228,0,0,0,0,1,neutral,2,410,medium,2
1000004157,Fri,5,100003,Small,1,media,7,Plus,2,100,AMER,1,2,1,mobile,3,web,1,devops,2,9,3.604124223,0,0,0,0,1,positive,3,325,low,1
1000004158,Mon,1,100007,Large,3,media,7,Enterprise,3,5757,AMER,1,6,3,mobile,3,email,2,support,1,140,4.600523553,8,0,0,0,0,positive,3,380,high,3
1000004159,Mon,1,100007,Large,3,media,7,Enterprise,3,5757,AMER,1,8,2,analytics,5,chat,3,c_level,5,409,2.190669715,14,0,0,0,1,neutral,2,486,high,3
1000004160,Fri,5,100014,Small,1,fintech,1,Basic,1,133,EMEA,2,1,2,mobile,3,email,2,finance,4,6,3.652930727,0,0,0,0,1,neutral,2,371,low,1
1000004161,Fri,5,100021,Medium,2,ecommerce,2,Plus,2,999,EMEA,2,1,1,mobile,3,web,1,support,1,41,10.39358397,0,0,0,0,1,neutral,2,446,low,1
1000004162,Mon,1,100002,Large,3,fintech,1,Enterprise,3,5223,APAC,3,6,0,auth,1,web,1,devops,2,2034,1.22445112,22,0,0,0,1,positive,3,592,high,3
1000004163,Thu,4,100019,Small,1,ecommerce,2,Plus,2,332,AMER,1,1,1,billing,2,web,1,support,1,34,0,12,0,0,0,0,negative,1,374,low,1
1000004164,Sun,7,100001,Small,1,ecommerce,2,Basic,1,87,APAC,3,1,2,billing,2,chat,3,devops,2,11,4.29400804,0,0,0,0,0,neutral,2,274,low,1
1000004165,Wed,3,100012,Small,1,gaming,4,Basic,1,71,APAC,3,5,1,analytics,5,web,1,devops,2,15,2.269701017,0,0,0,0,0,neutral,2,328,low,1
1000004166,Thu,4,100019,Small,1,ecommerce,2,Plus,2,332,AMER,1,4,0,mobile,3,email,2,support,1,52,0.222435137,3,0,0,0,1,neutral,2,439,low,1
1000004167,Fri,5,100022,Medium,2,saas_b2b,3,Enterprise,3,596,EMEA,2,5,4,auth,1,web,1,devops,2,37,10.00535233,0,0,0,0,1,neutral,2,347,medium,2
1000004168,Wed,3,100009,Medium,2,media,7,Enterprise,3,639,EMEA,2,2,3,notifications,6,web,1,support,1,5,5.05793757,0,0,0,0,1,neutral,2,556,low,1
1000004169,Tue,2,100009,Medium,2,media,7,Enterprise,3,639,EMEA,2,1,0,analytics,5,chat,3,product_manager,3,39,2.618499855,5,0,0,0,1,negative,1,378,medium,2
1000004170,Wed,3,100005,Large,3,logistics,6,Plus,2,4799,EMEA,2,8,1,billing,2,email,2,devops,2,126,1.270658227,29,0,0,0,0,negative,1,534,medium,2
1000004171,Fri,5,100014,Small,1,fintech,1,Basic,1,133,EMEA,2,4,3,billing,2,email,2,product_manager,3,62,3.135352557,0,1,0,0,0,positive,3,158,medium,2
1000004172,Sat,6,100002,Large,3,fintech,1,Enterprise,3,5223,AMER,1,10,3,auth,1,chat,3,c_level,5,922,6.952451587,0,0,0,0,1,negative,1,572,high,3
1000004173,Wed,3,100018,Large,3,saas_b2b,3,Plus,2,5721,AMER,1,5,5,analytics,5,email,2,devops,2,702,2.208365305,4,0,0,0,1,negative,1,469,medium,2
1000004174,Thu,4,100003,Small,1,media,7,Plus,2,100,AMER,1,4,2,analytics,5,chat,3,support,1,6,2.170849318,3,0,0,0,0,negative,1,388,low,1
1000004175,Wed,3,100023,Small,1,healthcare,5,Basic,1,101,AMER,1,1,0,notifications,6,chat,3,support,1,1,1.72446162,25,0,0,0,1,neutral,2,268,low,1
1000004176,Mon,1,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,3,1,auth,1,email,2,finance,4,5,2.026226167,0,0,0,0,1,neutral,2,244,low,1
1000004177,Sun,7,100010,Large,3,saas_b2b,3,Plus,2,5353,AMER,1,4,1,notifications,6,web,1,support,1,890,1.218809436,47,0,0,0,0,positive,3,479,high,3
1000004178,Tue,2,100007,Large,3,media,7,Enterprise,3,5757,AMER,1,9,3,analytics,5,phone,4,product_manager,3,180,1.857347312,29,0,0,0,1,negative,1,444,high,3
1000004179,Fri,5,100010,Large,3,saas_b2b,3,Plus,2,5353,EMEA,2,5,1,data_pipeline,4,web,1,support,1,55,1.417001765,0,0,0,0,0,positive,3,318,low,1
1000004180,Thu,4,100009,Medium,2,media,7,Enterprise,3,639,EMEA,2,1,2,auth,1,email,2,finance,4,15,1.76527505,0,0,0,0,0,positive,3,394,low,1
1000004181,Mon,1,100003,Small,1,media,7,Plus,2,100,AMER,1,3,2,notifications,6,web,1,support,1,14,6.714071724,63,0,0,0,1,neutral,2,207,medium,2
1000004182,Fri,5,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,2,2,notifications,6,phone,4,product_manager,3,33,1.882692352,0,0,0,0,0,,0,378,low,1
1000004183,Mon,1,100022,Medium,2,saas_b2b,3,Enterprise,3,596,EMEA,2,6,0,billing,2,email,2,c_level,5,24,2.790509302,0,0,0,0,1,neutral,2,359,medium,2
1000004184,Wed,3,100022,Medium,2,saas_b2b,3,Enterprise,3,596,EMEA,2,1,2,analytics,5,email,2,support,1,7,0.313508013,0,0,0,0,1,neutral,2,395,low,1
1000004185,Sat,6,100009,Medium,2,media,7,Enterprise,3,639,EMEA,2,3,1,notifications,6,web,1,devops,2,31,9.72760581,0,0,0,0,0,negative,1,350,medium,2
1000004186,Mon,1,100025,Medium,2,saas_b2b,3,Plus,2,547,EMEA,2,4,3,analytics,5,chat,3,product_manager,3,9,2.461321774,0,0,0,0,1,positive,3,363,low,1
1000004187,Fri,5,100013,Medium,2,media,7,Plus,2,701,APAC,3,3,0,analytics,5,web,1,support,1,2,2.699030031,8,0,0,0,1,neutral,2,337,low,1
1000004188,Wed,3,100024,Medium,2,healthcare,5,Enterprise,3,572,EMEA,2,3,2,analytics,5,chat,3,devops,2,19,0.229663633,4,0,0,0,1,negative,1,511,low,1
1000004189,Thu,4,100005,Large,3,logistics,6,Plus,2,4799,EMEA,2,7,3,analytics,5,phone,4,finance,4,209,1.898074172,11,0,0,0,1,neutral,2,387,medium,2
1000004190,Mon,1,100014,Small,1,fintech,1,Basic,1,133,EMEA,2,2,3,billing,2,phone,4,support,1,40,3.997325594,15,0,0,0,0,negative,1,231,medium,2
